LOCATION;LOCATION_CAT;INDICATOR;SUBJECT;MEASURE;FREQUENCY;YEAR;Value
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2019;211.009
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2020;211.576
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2021;211.147
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2022;211.574
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2023;212.052
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2024;212.45
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2025;212.848
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2026;213.245
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2027;213.702
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2028;214.174
RUS;RUS;MEATCONSUMP;SHEEP;THND_TONNE;A;2029;214.611
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1990;286
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1991;274
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1992;221.2
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1993;196.712
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1994;156.826
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1995;108.9
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1996;108.392
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1997;84.284
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1998;82.335
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;1999;97.379
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2000;86.318
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2001;117.444
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2002;116.504
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2003;112.702
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2004;122.954
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2005;124.202
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2006;129.434
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2007;132.282
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2008;146.669
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2009;138.687
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2010;138.435
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2011;150.522
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2012;150.429
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2013;145.232
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2014;137.818
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2015;126.538
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2016;121.05
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2017;123.308
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2018;113.454
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2019;112.1
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2020;112.285
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2021;113.018
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2022;113.413
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2023;113.767
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2024;114.194
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2025;114.625
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2026;115.046
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2027;115.49
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2028;115.888
KAZ;KAZ;MEATCONSUMP;PIG;THND_TONNE;A;2029;116.327
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1990;11047.425
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1991;11076.048
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1992;11145.846
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1993;11018.411
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1994;11527.967
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1995;11726.191
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1996;11902.566
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1997;11767.677
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1998;12051.787
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;1999;12324.702
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2000;12502.563
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2001;12351.209
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2002;12737.932
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2003;12338.907
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2004;12667.489
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2005;12663.362
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2006;12833.822
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2007;12841.442
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2008;12447.318
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2009;12268.343
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2010;12032.32
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2011;11689.672
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2012;11701.59
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2013;11569.143
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2014;11211.285
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2015;11276.32
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2016;11678.355
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2017;12046.112
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2018;12175.84
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2019;12374.514
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2020;12386.595
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2021;12403.84
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2022;12121.05
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2023;12177.263
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2024;12240.244
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2025;12348.722
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2026;12507.083
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2027;12639.514
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2028;12822.208
USA;USA;MEATCONSUMP;BEEF;THND_TONNE;A;2029;12902.458
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1990;204.332
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1991;205.711
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1992;210.383
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1993;244.463
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1994;265.052
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1995;267.012
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1996;280.991
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1997;295.134
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1998;298.368
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;1999;298.88
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2000;279.19
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2001;316.237
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2002;357.889
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2003;309.207
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2004;323.41
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2005;305.61
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2006;259.795
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2007;327.985
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2008;328.215
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2009;330.241
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2010;307.349
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2011;350.981
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2012;289.14
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2013;379.042
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2014;380.979
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2015;383.765
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2016;370.022
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2017;373.043
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2018;375.861
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2019;376.869
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2020;384.472
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2021;392.687
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2022;402.904
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2023;411.933
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2024;421.022
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2025;429.405
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2026;437.338
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2027;445.429
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2028;453.758
NGA;NGA;MEATCONSUMP;BEEF;THND_TONNE;A;2029;462.12
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1990;712.404
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1991;690.523
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1992;807.69
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1993;858.3
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1994;945.138
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1995;1000.681
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1996;1047.484
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1997;1089.498
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1998;1161.425
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;1999;1248.972
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2000;1404.531
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2001;1487.739
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2002;1639.938
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2003;1786.104
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2004;2268.723
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2005;2277.456
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2006;2597.806
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2007;2564.975
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2008;2786.974
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2009;3062.346
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2010;3047.922
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2011;3117.908
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2012;3213.08
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2013;3362.623
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2014;3518.102
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2015;3580.12
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2016;3669.954
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2017;3736.858
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2018;3884.225
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2019;3241.798
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2020;3154.699
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2021;3300.171
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2022;3445.025
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2023;3594.349
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2024;3742.971
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2025;3894.828
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2026;4094.367
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2027;4275.093
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2028;4358.456
VNM;VNM;MEATCONSUMP;PIG;THND_TONNE;A;2029;4431.887
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1990;0
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1991;0
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1992;4278.848
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1993;4006.307
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1994;3805.007
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1995;3304.497
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1996;3201.924
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1997;3219.442
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1998;2947.76
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;1999;2508.128
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2000;2146.845
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2001;2338.327
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2002;2481.506
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2003;2524.366
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2004;2487.536
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2005;2607.293
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2006;2467
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2007;2721.951
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2008;2929.764
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2009;2652.627
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2010;2591.245
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2011;2747.424
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2012;2861.387
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2013;2513.937
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2014;2461.705
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2015;2232.391
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2016;2080.308
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2017;2046.123
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2018;2081.058
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2019;2098.465
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2020;2091.933
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2021;2088.603
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2022;2088.877
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2023;2088.868
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2024;2088.031
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2025;2088.417
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2026;2086.457
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2027;2084.276
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2028;2082.608
RUS;RUS;MEATCONSUMP;BEEF;THND_TONNE;A;2029;2080.4
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1990;174.105
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1991;165
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1992;162
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1993;165
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1994;168.05
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1995;169
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1996;170
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1997;171.04
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1998;172.04
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;1999;174
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2000;160.437
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2001;189.319
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2002;194.402
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2003;201.539
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2004;211
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2005;218.75
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2006;232.101
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2007;243.3
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2008;260
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2009;273.016
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2010;245.01
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2011;198.308
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2012;229.207
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2013;193.186
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2014;196.606
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2015;204.674
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2016;209.319
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2017;201.599
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2018;198.113
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2019;196.113
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2020;197.138
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2021;198.12
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2022;199.116
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2023;200.12
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2024;201.152
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2025;202.261
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2026;203.315
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2027;204.52
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2028;206.072
NGA;NGA;MEATCONSUMP;POULTRY;THND_TONNE;A;2029;207.882
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1990;164.65
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1991;170.497
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1992;174.13
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1993;181.155
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1994;205.677
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1995;222.227
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1996;238.295
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1997;269.536
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1998;289.895
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;1999;311.992
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2000;336.662
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2001;366.438
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2002;372.285
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2003;376.848
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2004;386.2
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2005;394.057
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2006;405.764
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2007;415.391
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2008;422.82
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2009;433.144
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2010;458.23
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2011;381.93
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2012;339.787
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2013;374.724
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2014;384.11
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2015;393.719
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2016;387.273
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2017;397.358
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2018;395.056
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2019;395.056
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2020;402.851
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2021;410.594
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2022;418.33
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2023;426.086
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2024;433.856
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2025;441.809
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2026;449.532
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2027;457.35
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2028;465.198
NGA;NGA;MEATCONSUMP;SHEEP;THND_TONNE;A;2029;473.036
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1990;106.916
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1991;106.809
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1992;112.51
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1993;117.006
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1994;121.504
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1995;133.726
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1996;138.226
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1997;142.726
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1998;147.226
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;1999;156.226
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2000;157.552
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2001;165.422
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2002;192.524
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2003;179.118
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2004;186.165
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2005;193.455
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2006;201.461
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2007;209.25
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2008;217.602
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2009;226.318
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2010;234.132
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2011;243.449
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2012;249.231
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2013;254.65
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2014;252.732
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2015;266.494
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2016;274.937
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2017;278.145
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2018;281.007
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2019;280.1
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2020;285.072
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2021;293.42
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2022;298.115
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2023;305.594
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2024;310.877
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2025;317.979
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2026;323.652
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2027;330.398
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2028;336.701
NGA;NGA;MEATCONSUMP;PIG;THND_TONNE;A;2029;343.493
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1990;175.258
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1991;189.473
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1992;209.499
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1993;225.717
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1994;247.894
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1995;246.64
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1996;254.658
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1997;259.02
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1998;263.615
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;1999;274.538
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;2000;402.179
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;2001;434.526
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;2002;446.678
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;2003;441.825
ISR;ISR;MEATCONSUMP;POULTRY;THND_TONNE;A;2004;458.876
